freq,wst_oper,material,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RCV_B,MF2,THS_T,CY	0 s	1 s	1 s	1 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,CZ	28 s	25 s	22 s	31 s	40 s	42 s	44 s	35 s	27 s	20 s	14 s	29 s	29 s
A,RCV_B,MF2,THS_T,DE	38 s	28 s	18 s	18 s	18 s	19 s	20 s	19 s	19 s	19 s	19 s	19 s	19 s
A,RCV_B,MF2,THS_T,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	3 s	5 s	5 s	5 s	5 s	6 s
A,RCV_B,MF2,THS_T,EE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1 s	1 s	1 s	1 s	1 s	1 s
A,RCV_B,MF2,THS_T,EL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1 s	1 s	1 s	0 s	1 s	1 s
A,RCV_B,MF2,THS_T,ES	5 s	7 s	8 s	5 s	1 s	1 s	1 s	1 s	1 s	1 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,EU27_2020	105 s	99 s	92 s	96 s	99 s	99 s	99 s	97 s	96 s	100 s	105 s	110 s	114 s
A,RCV_B,MF2,THS_T,FI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1 s	0 s	0 s
A,RCV_B,MF2,THS_T,FR	9 s	9 s	9 s	9 s	8 s	8 s	8 s	8 s	9 s	8 s	8 s	8 s	8 s
A,RCV_B,MF2,THS_T,HR	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,HU	0 s	0 s	0 s	0 s	1 s	1 s	0 s	0 s	0 s	4 s	7 s	4 s	5 s
A,RCV_B,MF2,THS_T,IE	0 s	0 s	0 s	2 s	5 s	5 s	5 s	6 s	8 s	5 s	2 s	7 s	7 s
A,RCV_B,MF2,THS_T,IT	1 s	0 s	0 s	1 s	1 s	1 s	0 s	0 s	0 s	0 s	1 s	0 s	0 s
A,RCV_B,MF2,THS_T,LT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,LU	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,LV	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1 s	1 s	1 s	1 s	1 s	1 s
A,RCV_B,MF2,THS_T,MT	0 s	0 s	1 s	1 s	1 s	1 s	2 s	2 s	3 s	3 s	3 s	3 s	4 s
A,RCV_B,MF2,THS_T,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,PL	21 s	14 s	8 s	14 s	21 s	17 s	13 s	14 s	14 s	18 s	21 s	18 s	18 s
A,RCV_B,MF2,THS_T,PT	0 s	0 s	0 s	0 s	0 s	1 s	1 s	1 s	1 s	1 s	2 s	2 s	2 s
A,RCV_B,MF2,THS_T,RO	2 s	11 s	20 s	11 s	1 s	1 s	1 s	1 s	0 s	3 s	5 s	1 s	1 s
A,RCV_B,MF2,THS_T,SE	0 s	2 s	3 s	2 s	0 s	1 s	2 s	3 s	3 s	7 s	11 s	8 s	8 s
A,RCV_B,MF2,THS_T,SI	1 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,THS_T,SK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,AT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,BE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,BG	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,CY	0 s	0.001 s	0.001 s	0.001 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,CZ	0.003 s	0.002 s	0.002 s	0.003 s	0.004 s	0.004 s	0.004 s	0.003 s	0.003 s	0.002 s	0.001 s	0.003 s	0.003 s
A,RCV_B,MF2,T_HAB,DE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s
A,RCV_B,MF2,T_HAB,EE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s
A,RCV_B,MF2,T_HAB,EL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,ES	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,EU27_2020	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,FI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,FR	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,HR	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,HU	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0 s	0 s
A,RCV_B,MF2,T_HAB,IE	0 s	0 s	0 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.002 s	0.001 s	0 s	0.001 s	0.001 s
A,RCV_B,MF2,T_HAB,IT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,LT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,LU	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,LV	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0 s	0 s	0.001 s	0.001 s
A,RCV_B,MF2,T_HAB,MT	0 s	0.001 s	0.002 s	0.002 s	0.002 s	0.003 s	0.004 s	0.005 s	0.005 s	0.006 s	0.006 s	0.007 s	0.007 s
A,RCV_B,MF2,T_HAB,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,PL	0.001 s	0 s	0 s	0 s	0.001 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0 s	0 s
A,RCV_B,MF2,T_HAB,PT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,RO	0 s	0.001 s	0.001 s	0.001 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,SE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0.001 s	0.001 s	0.001 s
A,RCV_B,MF2,T_HAB,SI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF2,T_HAB,SK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF3,THS_T,AT	2795 s	7625 s	12455 s	11600 s	10745 s	8682 s	6619 s	7301 s	7984 s	9327 s	10671 s	9803 s	9985 s
A,RCV_B,MF3,THS_T,BE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	3020 s	6039 s	3129 s	3514 s
A,RCV_B,MF3,THS_T,BG	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF3,THS_T,CY	1066 s	649 s	231 s	347 s	462 s	496 s	529 s	451 s	373 s	192 s	11 s	91 s	34 s
A,RCV_B,MF3,THS_T,CZ	5186 s	4856 s	4526 s	4735 s	4944 s	5344 s	5744 s	8383 s	11023 s	11248 s	11474 s	11657 s	12427 s
A,RCV_B,MF3,THS_T,DE	88106 s	87902 s	87697 s	89382 s	91067 s	94905 s	98743 s	98967 s	99190 s	97702 s	96214 s	101321 s	102604 s
A,RCV_B,MF3,THS_T,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1623 s	3246 s	3009 s	2771 s	3089 s	3442 s
A,RCV_B,MF3,THS_T,EE	3383 s	3778 s	4173 s	3313 s	2454 s	2255 s	2057 s	1909 s	1760 s	1950 s	2140 s	1933 s	2106 s
A,RCV_B,MF3,THS_T,EL	6411 s	5924 s	5438 s	5434 s	5431 s	2716 s	0 s	732 s	1465 s	1715 s	1966 s	1764 s	1969 s
A,RCV_B,MF3,THS_T,ES	5552 s	6757 s	7963 s	10466 s	12970 s	9475 s	5980 s	9054 s	12129 s	8241 s	4353 s	9293 s	9669 s
A,RCV_B,MF3,THS_T,EU27_2020	194095 s	198875 s	203655 s	207122 s	210588 s	208625 s	206662 s	217072 s	227482 s	235539 s	243622 s	243530 s	249474 s
A,RCV_B,MF3,THS_T,FI	2899 s	1449 s	0 s	0 s	0 s	0 s	0 s	1455 s	2910 s	1931 s	953 s	1264 s	1299 s
A,RCV_B,MF3,THS_T,FR	41460 s	40424 s	39387 s	35604 s	31820 s	31592 s	31363 s	32483 s	33603 s	31596 s	29590 s	27972 s	26893 s
A,RCV_B,MF3,THS_T,HR	0 s	21 s	42 s	54 s	66 s	105 s	143 s	134 s	124 s	147 s	169 s	191 s	208 s
A,RCV_B,MF3,THS_T,HU	411 s	419 s	428 s	460 s	493 s	496 s	500 s	700 s	900 s	4408 s	7915 s	4583 s	5088 s
A,RCV_B,MF3,THS_T,IE	1777 s	1696 s	1615 s	2492 s	3370 s	4243 s	5116 s	5545 s	5973 s	6696 s	7419 s	7949 s	8579 s
A,RCV_B,MF3,THS_T,IT	323 s	238 s	153 s	228 s	303 s	218 s	133 s	137 s	141 s	215 s	289 s	181 s	175 s
A,RCV_B,MF3,THS_T,LT	0 s	32 s	63 s	86 s	108 s	150 s	191 s	157 s	124 s	122 s	120 s	179 s	192 s
A,RCV_B,MF3,THS_T,LU	90 s	1012 s	1934 s	1647 s	1359 s	2045 s	2731 s	3062 s	3393 s	3276 s	3159 s	3954 s	4254 s
A,RCV_B,MF3,THS_T,LV	0 s	0 s	0 s	8 s	17 s	17 s	16 s	27 s	37 s	39 s	42 s	47 s	51 s
A,RCV_B,MF3,THS_T,MT	57 s	237 s	416 s	476 s	536 s	695 s	854 s	1101 s	1348 s	1514 s	1680 s	1769 s	1929 s
A,RCV_B,MF3,THS_T,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF3,THS_T,PL	32262 s	33274 s	34285 s	36504 s	38723 s	37320 s	35918 s	33765 s	31612 s	39566 s	47519 s	41080 s	41856 s
A,RCV_B,MF3,THS_T,PT	63 s	121 s	179 s	263 s	347 s	623 s	899 s	753 s	607 s	758 s	909 s	1025 s	1112 s
A,RCV_B,MF3,THS_T,RO	141 s	500 s	860 s	938 s	1017 s	879 s	741 s	668 s	595 s	894 s	1193 s	1052 s	1101 s
A,RCV_B,MF3,THS_T,SE	791 s	761 s	730 s	1631 s	2532 s	4618 s	6703 s	5142 s	3580 s	3573 s	3591 s	5518 s	5928 s
A,RCV_B,MF3,THS_T,SI	1321 s	1199 s	1078 s	1451 s	1824 s	1567 s	1310 s	2713 s	4115 s	3745 s	3374 s	3909 s	4205 s
A,RCV_B,MF3,THS_T,SK	0 s	0 s	0 s	0 s	0 s	186 s	372 s	811 s	1250 s	655 s	59 s	775 s	854 s
A,RCV_B,MF3,T_HAB,AT	0.334 s	0.909 s	1.477 s	1.368 s	1.257 s	1.005 s	0.758 s	0.83 s	0.903 s	1.05 s	1.197 s	1.095 s	1.104 s
A,RCV_B,MF3,T_HAB,BE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.263 s	0.523 s	0.27 s	0.301 s
A,RCV_B,MF3,T_HAB,BG	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF3,T_HAB,CY	1.285 s	0.762 s	0.268 s	0.402 s	0.542 s	0.585 s	0.622 s	0.525 s	0.428 s	0.217 s	0.012 s	0.101 s	0.037 s
A,RCV_B,MF3,T_HAB,CZ	0.495 s	0.463 s	0.431 s	0.45 s	0.47 s	0.507 s	0.544 s	0.791 s	1.037 s	1.054 s	1.073 s	1.11 s	1.164 s
A,RCV_B,MF3,T_HAB,DE	1.077 s	1.095 s	1.09 s	1.108 s	1.125 s	1.162 s	1.199 s	1.197 s	1.196 s	1.176 s	1.157 s	1.218 s	1.224 s
A,RCV_B,MF3,T_HAB,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.282 s	0.56 s	0.517 s	0.475 s	0.527 s	0.583 s
A,RCV_B,MF3,T_HAB,EE	2.541 s	2.846 s	3.155 s	2.514 s	1.867 s	1.714 s	1.563 s	1.449 s	1.332 s	1.47 s	1.61 s	1.452 s	1.561 s
A,RCV_B,MF3,T_HAB,EL	0.576 s	0.533 s	0.492 s	0.496 s	0.499 s	0.251 s	0 s	0.068 s	0.136 s	0.16 s	0.184 s	0.167 s	0.189 s
A,RCV_B,MF3,T_HAB,ES	0.119 s	0.145 s	0.17 s	0.225 s	0.279 s	0.204 s	0.129 s	0.194 s	0.259 s	0.175 s	0.092 s	0.196 s	0.202 s
A,RCV_B,MF3,T_HAB,EU27_2020	0.44 s	0.452 s	0.462 s	0.469 s	0.475 s	0.47 s	0.464 s	0.487 s	0.509 s	0.527 s	0.545 s	0.545 s	0.558 s
A,RCV_B,MF3,T_HAB,FI	0.54 s	0.269 s	0 s	0 s	0 s	0 s	0 s	0.264 s	0.528 s	0.35 s	0.172 s	0.228 s	0.234 s
A,RCV_B,MF3,T_HAB,FR	0.64 s	0.621 s	0.602 s	0.541 s	0.48 s	0.475 s	0.47 s	0.485 s	0.5 s	0.469 s	0.438 s	0.413 s	0.396 s
A,RCV_B,MF3,T_HAB,HR	0 s	0.005 s	0.01 s	0.013 s	0.016 s	0.025 s	0.034 s	0.032 s	0.03 s	0.036 s	0.042 s	0.048 s	0.054 s
A,RCV_B,MF3,T_HAB,HU	0.041 s	0.042 s	0.043 s	0.047 s	0.05 s	0.05 s	0.051 s	0.072 s	0.092 s	0.451 s	0.812 s	0.472 s	0.528 s
A,RCV_B,MF3,T_HAB,IE	0.39 s	0.37 s	0.351 s	0.539 s	0.723 s	0.902 s	1.076 s	1.153 s	1.227 s	1.357 s	1.488 s	1.579 s	1.673 s
A,RCV_B,MF3,T_HAB,IT	0.005 s	0.004 s	0.003 s	0.004 s	0.005 s	0.004 s	0.002 s	0.002 s	0.002 s	0.004 s	0.005 s	0.003 s	0.003 s
A,RCV_B,MF3,T_HAB,LT	0 s	0.01 s	0.021 s	0.029 s	0.037 s	0.052 s	0.067 s	0.056 s	0.044 s	0.044 s	0.043 s	0.064 s	0.068 s
A,RCV_B,MF3,T_HAB,LU	0.178 s	1.953 s	3.643 s	3.031 s	2.444 s	3.59 s	4.692 s	5.135 s	5.582 s	5.284 s	5.011 s	6.178 s	6.514 s
A,RCV_B,MF3,T_HAB,LV	0 s	0 s	0 s	0.004 s	0.008 s	0.008 s	0.008 s	0.014 s	0.019 s	0.021 s	0.022 s	0.025 s	0.027 s
A,RCV_B,MF3,T_HAB,MT	0.138 s	0.569 s	0.992 s	1.118 s	1.233 s	1.561 s	1.875 s	2.352 s	2.782 s	3.003 s	3.259 s	3.412 s	3.632 s
A,RCV_B,MF3,T_HAB,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF3,T_HAB,PL	0.848 s	0.874 s	0.901 s	0.96 s	1.019 s	0.982 s	0.946 s	0.889 s	0.832 s	1.042 s	1.254 s	1.088 s	1.137 s
A,RCV_B,MF3,T_HAB,PT	0.006 s	0.011 s	0.017 s	0.025 s	0.033 s	0.06 s	0.087 s	0.073 s	0.059 s	0.074 s	0.088 s	0.099 s	0.107 s
A,RCV_B,MF3,T_HAB,RO	0.007 s	0.025 s	0.043 s	0.047 s	0.051 s	0.044 s	0.038 s	0.034 s	0.031 s	0.046 s	0.062 s	0.055 s	0.058 s
A,RCV_B,MF3,T_HAB,SE	0.084 s	0.081 s	0.077 s	0.17 s	0.261 s	0.471 s	0.676 s	0.511 s	0.352 s	0.348 s	0.347 s	0.53 s	0.565 s
A,RCV_B,MF3,T_HAB,SI	0.645 s	0.584 s	0.524 s	0.704 s	0.885 s	0.76 s	0.635 s	1.313 s	1.984 s	1.793 s	1.605 s	1.854 s	1.991 s
A,RCV_B,MF3,T_HAB,SK	0 s	0 s	0 s	0 s	0 s	0.034 s	0.068 s	0.149 s	0.23 s	0.12 s	0.011 s	0.142 s	0.157 s
A,RCV_B,MF4,THS_T,AT	0 s	0 s	0 s	15 s	29 s	16 s	4 s	9 s	14 s	15 s	16 s	18 s	20 s
A,RCV_B,MF4,THS_T,BE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	30 s	61 s	32 s	35 s
A,RCV_B,MF4,THS_T,BG	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,THS_T,CY	0 s	2 s	3 s	2 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,THS_T,CZ	154 s	134 s	113 s	164 s	215 s	228 s	242 s	187 s	132 s	105 s	79 s	142 s	140 s
A,RCV_B,MF4,THS_T,DE	209 s	199 s	188 s	185 s	181 s	192 s	203 s	201 s	199 s	196 s	192 s	195 s	195 s
A,RCV_B,MF4,THS_T,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	39 s	78 s	77 s	76 s	79 s	88 s
A,RCV_B,MF4,THS_T,EE	2 s	2 s	3 s	4 s	4 s	5 s	7 s	9 s	12 s	11 s	11 s	13 s	14 s
A,RCV_B,MF4,THS_T,EL	2 s	1 s	0 s	0 s	0 s	0 s	0 s	10 s	20 s	15 s	10 s	16 s	17 s
A,RCV_B,MF4,THS_T,ES	77 s	101 s	124 s	69 s	13 s	18 s	22 s	17 s	13 s	8 s	4 s	0 s	0 s
A,RCV_B,MF4,THS_T,EU27_2020	640 s	680 s	720 s	698 s	676 s	710 s	743 s	767 s	792 s	875 s	958 s	932 s	973 s
A,RCV_B,MF4,THS_T,FI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	2 s	3 s	2 s	2 s
A,RCV_B,MF4,THS_T,FR	144 s	140 s	136 s	129 s	122 s	121 s	120 s	125 s	129 s	121 s	114 s	114 s	112 s
A,RCV_B,MF4,THS_T,HR	0 s	0 s	0 s	0 s	0 s	2 s	4 s	3 s	1 s	2 s	2 s	3 s	3 s
A,RCV_B,MF4,THS_T,HU	5 s	5 s	5 s	7 s	9 s	8 s	7 s	7 s	7 s	58 s	109 s	61 s	68 s
A,RCV_B,MF4,THS_T,IE	4 s	3 s	3 s	13 s	24 s	24 s	24 s	36 s	48 s	31 s	14 s	39 s	42 s
A,RCV_B,MF4,THS_T,IT	10 s	7 s	5 s	7 s	9 s	7 s	4 s	4 s	4 s	6 s	9 s	5 s	5 s
A,RCV_B,MF4,THS_T,LT	0 s	1 s	2 s	3 s	3 s	4 s	6 s	5 s	4 s	4 s	3 s	5 s	6 s
A,RCV_B,MF4,THS_T,LU	0 s	0 s	0 s	1 s	2 s	3 s	4 s	2 s	0 s	1 s	1 s	2 s	2 s
A,RCV_B,MF4,THS_T,LV	0 s	0 s	0 s	0 s	0 s	0 s	0 s	3 s	5 s	4 s	3 s	4 s	5 s
A,RCV_B,MF4,THS_T,MT	0 s	6 s	11 s	13 s	15 s	19 s	24 s	32 s	39 s	44 s	49 s	52 s	57 s
A,RCV_B,MF4,THS_T,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,THS_T,PL	24 s	27 s	29 s	34 s	38 s	37 s	35 s	42 s	48 s	75 s	102 s	81 s	87 s
A,RCV_B,MF4,THS_T,PT	2 s	3 s	4 s	5 s	6 s	10 s	14 s	15 s	16 s	20 s	23 s	24 s	26 s
A,RCV_B,MF4,THS_T,RO	7 s	44 s	81 s	43 s	5 s	9 s	12 s	8 s	4 s	15 s	26 s	8 s	8 s
A,RCV_B,MF4,THS_T,SE	0 s	5 s	11 s	5 s	0 s	5 s	10 s	13 s	16 s	33 s	49 s	35 s	38 s
A,RCV_B,MF4,THS_T,SI	1 s	1 s	1 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,THS_T,SK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	1 s	2 s	1 s	0 s	1 s	1 s
A,RCV_B,MF4,T_HAB,AT	0 s	0 s	0 s	0.002 s	0.003 s	0.002 s	0 s	0.001 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s
A,RCV_B,MF4,T_HAB,BE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.003 s	0.005 s	0.003 s	0.003 s
A,RCV_B,MF4,T_HAB,BG	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,T_HAB,CY	0 s	0.002 s	0.004 s	0.002 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,T_HAB,CZ	0.015 s	0.013 s	0.011 s	0.016 s	0.02 s	0.022 s	0.023 s	0.018 s	0.012 s	0.01 s	0.007 s	0.014 s	0.013 s
A,RCV_B,MF4,T_HAB,DE	0.003 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s
A,RCV_B,MF4,T_HAB,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.007 s	0.013 s	0.013 s	0.013 s	0.013 s	0.015 s
A,RCV_B,MF4,T_HAB,EE	0.001 s	0.002 s	0.002 s	0.003 s	0.003 s	0.004 s	0.005 s	0.007 s	0.009 s	0.009 s	0.008 s	0.01 s	0.01 s
A,RCV_B,MF4,T_HAB,EL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0.002 s	0.001 s	0.001 s	0.001 s	0.002 s
A,RCV_B,MF4,T_HAB,ES	0.002 s	0.002 s	0.003 s	0.001 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,T_HAB,EU27_2020	0.001 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s
A,RCV_B,MF4,T_HAB,FI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0 s	0 s
A,RCV_B,MF4,T_HAB,FR	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s	0.002 s
A,RCV_B,MF4,T_HAB,HR	0 s	0 s	0 s	0 s	0 s	0 s	0.001 s	0.001 s	0 s	0 s	0.001 s	0.001 s	0.001 s
A,RCV_B,MF4,T_HAB,HU	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.006 s	0.011 s	0.006 s	0.007 s
A,RCV_B,MF4,T_HAB,IE	0.001 s	0.001 s	0.001 s	0.003 s	0.005 s	0.005 s	0.005 s	0.008 s	0.01 s	0.006 s	0.003 s	0.008 s	0.008 s
A,RCV_B,MF4,T_HAB,IT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,T_HAB,LT	0 s	0 s	0.001 s	0.001 s	0.001 s	0.002 s	0.002 s	0.002 s	0.001 s	0.001 s	0.001 s	0.002 s	0.002 s
A,RCV_B,MF4,T_HAB,LU	0.001 s	0 s	0 s	0.002 s	0.004 s	0.006 s	0.007 s	0.004 s	0 s	0.001 s	0.002 s	0.003 s	0.003 s
A,RCV_B,MF4,T_HAB,LV	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0.002 s	0.003 s	0.002 s	0.001 s	0.002 s	0.003 s
A,RCV_B,MF4,T_HAB,MT	0 s	0.014 s	0.027 s	0.031 s	0.034 s	0.043 s	0.052 s	0.067 s	0.081 s	0.088 s	0.096 s	0.1 s	0.107 s
A,RCV_B,MF4,T_HAB,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,T_HAB,PL	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.002 s	0.003 s	0.002 s	0.002 s
A,RCV_B,MF4,T_HAB,PT	0 s	0 s	0 s	0 s	0.001 s	0.001 s	0.001 s	0.001 s	0.002 s	0.002 s	0.002 s	0.002 s	0.003 s
A,RCV_B,MF4,T_HAB,RO	0 s	0.002 s	0.004 s	0.002 s	0 s	0 s	0.001 s	0 s	0 s	0.001 s	0.001 s	0 s	0 s
A,RCV_B,MF4,T_HAB,SE	0 s	0.001 s	0.001 s	0.001 s	0 s	0 s	0.001 s	0.001 s	0.002 s	0.003 s	0.005 s	0.003 s	0.004 s
A,RCV_B,MF4,T_HAB,SI	0.001 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF4,T_HAB,SK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,AT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,BE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,BG	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,CY	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,CZ	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,DE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,DK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,RCV_B,MF5,THS_T,EE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
